Emotion,Mood_Intensity,Sleep_Quality,Feedback,Age,Gender,Time_of_Day,Location,Weather,Activity,Frequency
Stressed,3,10,2,22,Male,Afternoon,Work,Rainy,Relaxing,4.499419006
Happy,2,9,4,40,Male,Afternoon,Outdoors,Snowy,Exercising,6.164818521
Anxious,5,9,3,26,Female,Evening,Work,Cloudy,Exercising,4.939233667
Sad,3,1,1,61,Male,Morning,Work,Rainy,Working,4.685301193
Anxious,4,1,3,63,Male,Evening,Outdoors,Rainy,Relaxing,3.92220871
Happy,2,7,3,31,Female,Morning,Work,Sunny,Exercising,6.566021127
Happy,3,9,5,19,Female,Morning,Public Space,Sunny,Socializing,6.394371315
Happy,5,2,3,38,Female,Evening,Public Space,Snowy,Exercising,6.552873032
Happy,3,10,4,23,Female,Evening,Work,Snowy,Exercising,6.20995705
Anxious,1,2,4,37,Female,Morning,Public Space,Sunny,Exercising,4.509872491
Happy,3,2,1,44,Male,Afternoon,Public Space,Cloudy,Working,5.870577996
Sad,1,1,2,40,Female,Afternoon,Home,Cloudy,Working,5.11298411
Sad,5,6,3,57,Female,Evening,Public Space,Sunny,Relaxing,5.512333314
Stressed,5,10,2,28,Female,Evening,Work,Cloudy,Socializing,5.483357117
Stressed,1,1,4,47,Female,Morning,Work,Rainy,Socializing,4.589912058
Anxious,4,2,2,22,Female,Night,Public Space,Sunny,Exercising,4.574951982
Relaxed,1,9,1,33,Male,Evening,Public Space,Sunny,Exercising,5.677502238
Relaxed,1,8,3,43,Male,Night,Work,Sunny,Relaxing,5.620189135
Happy,3,9,3,29,Male,Afternoon,Work,Rainy,Exercising,6.620663601
Relaxed,2,10,3,50,Female,Morning,Outdoors,Rainy,Working,5.478820443
Sad,1,7,5,39,Male,Evening,Work,Snowy,Socializing,5.09087782
Stressed,3,3,4,51,Male,Night,Public Space,Snowy,Exercising,4.953494313
Happy,2,6,5,28,Female,Afternoon,Home,Snowy,Relaxing,6.222382741
Happy,1,8,4,52,Female,Evening,Work,Rainy,Working,6.358794305
Sad,5,3,4,54,Female,Afternoon,Public Space,Cloudy,Relaxing,5.280099936
Relaxed,2,5,2,23,Male,Afternoon,Public Space,Cloudy,Relaxing,5.892603627
Relaxed,5,2,3,29,Male,Evening,Work,Sunny,Working,5.734403963
Stressed,5,3,5,46,Female,Afternoon,Public Space,Cloudy,Socializing,5.447942071
Stressed,3,5,5,37,Male,Night,Public Space,Sunny,Socializing,4.521290921
Anxious,2,8,1,28,Female,Morning,Public Space,Snowy,Exercising,3.851382452
Relaxed,3,3,2,21,Male,Afternoon,Home,Rainy,Working,6.187915822
Stressed,5,8,1,51,Male,Afternoon,Work,Cloudy,Exercising,4.750319066
Stressed,2,6,1,63,Male,Afternoon,Work,Sunny,Exercising,4.469609305
Stressed,5,8,5,28,Female,Afternoon,Home,Cloudy,Working,5.044052712
Sad,5,9,1,19,Male,Evening,Outdoors,Sunny,Socializing,5.565422724
Happy,3,5,2,61,Female,Afternoon,Work,Snowy,Working,6.548472024
Sad,1,2,1,33,Female,Evening,Home,Rainy,Working,4.793098826
Anxious,1,8,1,22,Female,Night,Home,Cloudy,Socializing,4.673825916
Happy,4,7,2,54,Male,Evening,Outdoors,Sunny,Working,6.740297069
Anxious,4,6,1,22,Female,Afternoon,Public Space,Sunny,Exercising,4.009394703
Sad,3,6,2,33,Female,Morning,Public Space,Sunny,Working,4.861306108
Anxious,5,6,1,46,Male,Afternoon,Home,Rainy,Socializing,4.443993724
Relaxed,5,5,5,59,Male,Afternoon,Home,Rainy,Relaxing,5.749810787
Stressed,2,8,1,42,Female,Morning,Home,Sunny,Working,5.194123997
Sad,1,5,4,36,Male,Night,Home,Rainy,Exercising,5.664210913
Relaxed,2,9,4,24,Male,Morning,Outdoors,Sunny,Relaxing,6.382989178
Relaxed,1,10,5,61,Female,Afternoon,Home,Cloudy,Socializing,6.025446659
Anxious,1,1,4,54,Male,Night,Work,Cloudy,Relaxing,4.131570179
Sad,2,3,4,29,Male,Morning,Public Space,Cloudy,Relaxing,5.220994465
Anxious,4,7,4,42,Female,Night,Work,Rainy,Socializing,4.378279715
Sad,5,5,3,35,Male,Night,Work,Snowy,Relaxing,5.336572772
Stressed,5,2,1,20,Female,Afternoon,Public Space,Cloudy,Socializing,4.878835195
Happy,5,7,4,21,Male,Evening,Work,Rainy,Working,6.573732147
Stressed,2,1,4,47,Female,Morning,Home,Snowy,Working,4.898633782
Stressed,2,2,4,26,Female,Night,Home,Sunny,Working,4.378711781
Sad,5,4,4,61,Male,Night,Public Space,Rainy,Exercising,5.336069383
Stressed,5,2,4,27,Female,Night,Work,Snowy,Working,4.846726129
Stressed,5,3,3,37,Female,Morning,Public Space,Rainy,Working,4.9991975
Relaxed,2,9,1,29,Female,Morning,Home,Sunny,Exercising,5.694513577
Relaxed,2,4,4,43,Male,Night,Work,Sunny,Relaxing,6.148377587
Relaxed,3,2,2,60,Female,Evening,Outdoors,Sunny,Relaxing,5.999617814
Anxious,3,10,3,48,Female,Afternoon,Public Space,Rainy,Socializing,4.889576192
Stressed,4,1,4,26,Female,Afternoon,Outdoors,Sunny,Socializing,4.942987914
Stressed,5,10,4,29,Male,Afternoon,Work,Sunny,Socializing,5.291405041
Relaxed,3,4,4,54,Male,Evening,Home,Sunny,Socializing,6.167228045
Relaxed,5,8,5,32,Female,Evening,Work,Cloudy,Socializing,5.709755572
Stressed,3,2,1,31,Female,Afternoon,Work,Snowy,Relaxing,4.756147511
Sad,3,10,2,25,Female,Morning,Work,Snowy,Exercising,5.234455283
Stressed,4,1,3,39,Male,Afternoon,Work,Sunny,Working,4.998145515
Relaxed,2,1,4,47,Male,Evening,Outdoors,Snowy,Socializing,5.947888614
Stressed,1,2,4,27,Female,Night,Public Space,Sunny,Working,4.812670747
Anxious,1,8,5,23,Female,Evening,Home,Sunny,Exercising,4.003127735
Happy,2,6,4,50,Female,Afternoon,Home,Snowy,Exercising,6.43075336
Stressed,4,1,3,62,Male,Afternoon,Work,Sunny,Exercising,4.741637703
Happy,4,10,2,28,Female,Morning,Public Space,Rainy,Exercising,6.391349222
Happy,4,4,4,42,Female,Evening,Public Space,Sunny,Working,6.841555315
Relaxed,4,2,2,46,Female,Evening,Outdoors,Snowy,Socializing,5.268521958
Happy,2,10,2,23,Male,Afternoon,Home,Snowy,Relaxing,6.572977216
Relaxed,3,5,4,51,Male,Morning,Public Space,Rainy,Socializing,5.413195107
Happy,5,9,2,30,Male,Afternoon,Work,Sunny,Working,6.99281808
Relaxed,4,3,4,48,Female,Evening,Outdoors,Rainy,Socializing,5.49131518
Anxious,2,10,5,62,Female,Night,Home,Snowy,Exercising,4.859898296
Stressed,2,4,3,19,Female,Afternoon,Home,Sunny,Socializing,4.626020136
Sad,3,4,3,44,Female,Evening,Work,Cloudy,Exercising,5.131987752
Anxious,4,6,2,29,Male,Afternoon,Work,Cloudy,Relaxing,4.253993149
Anxious,2,5,5,32,Male,Morning,Public Space,Snowy,Socializing,4.594276381
Sad,4,5,4,38,Male,Afternoon,Public Space,Rainy,Working,5.640751654
Sad,1,6,3,57,Male,Afternoon,Work,Rainy,Relaxing,5.244916161
Anxious,3,8,2,42,Male,Morning,Public Space,Cloudy,Working,4.364015133
Relaxed,4,1,5,58,Female,Afternoon,Work,Cloudy,Relaxing,5.645626433
Anxious,2,1,3,19,Male,Night,Public Space,Snowy,Exercising,4.54859274
Anxious,3,9,3,60,Female,Morning,Home,Cloudy,Exercising,4.194725838
Sad,5,10,4,37,Male,Morning,Outdoors,Cloudy,Relaxing,5.804792668
Happy,1,4,1,63,Female,Evening,Work,Snowy,Exercising,6.067374058
Relaxed,2,10,5,39,Male,Evening,Home,Cloudy,Working,5.671391266
Anxious,1,6,4,55,Male,Morning,Home,Rainy,Working,3.886412195
Relaxed,2,6,3,35,Female,Night,Work,Snowy,Socializing,6.064461957
Sad,4,7,2,40,Male,Night,Public Space,Cloudy,Relaxing,5.574512854
Relaxed,2,7,5,44,Female,Morning,Work,Sunny,Working,6.181478423
Sad,2,2,2,31,Male,Morning,Public Space,Rainy,Working,5.276830895
Stressed,5,10,2,46,Male,Morning,Home,Cloudy,Exercising,4.504504802
Sad,2,4,4,54,Female,Night,Work,Snowy,Working,5.252713242
Anxious,4,9,3,23,Female,Evening,Home,Snowy,Working,4.280404891
Sad,3,7,5,56,Male,Evening,Outdoors,Snowy,Exercising,5.088793343
Sad,2,3,2,37,Male,Night,Home,Cloudy,Relaxing,4.836966258
Relaxed,5,1,1,36,Female,Morning,Work,Cloudy,Exercising,6.01693372
Relaxed,4,1,2,52,Male,Afternoon,Outdoors,Cloudy,Socializing,5.901272105
Happy,3,10,5,39,Male,Afternoon,Outdoors,Sunny,Relaxing,6.195634034
Sad,3,8,5,34,Female,Afternoon,Work,Sunny,Relaxing,5.179813393
Sad,5,6,1,32,Male,Evening,Home,Rainy,Socializing,5.708327168
Anxious,2,9,4,21,Female,Night,Work,Rainy,Relaxing,4.801177327
Relaxed,3,2,2,23,Female,Afternoon,Outdoors,Snowy,Relaxing,5.573702066
Sad,2,5,5,32,Female,Afternoon,Public Space,Rainy,Socializing,5.427511566
Happy,4,6,2,52,Male,Morning,Public Space,Sunny,Working,5.870424698
Sad,1,9,1,40,Male,Night,Work,Rainy,Working,5.003204673
Relaxed,2,4,4,37,Male,Evening,Outdoors,Snowy,Relaxing,6.183917057
Happy,3,8,1,27,Male,Afternoon,Public Space,Snowy,Exercising,6.719771275
Relaxed,3,10,4,40,Male,Morning,Outdoors,Cloudy,Socializing,5.650844252
Stressed,5,9,3,22,Female,Evening,Work,Sunny,Relaxing,4.588565191
Sad,2,8,4,59,Male,Night,Outdoors,Cloudy,Socializing,5.338800447
Relaxed,4,6,2,48,Female,Evening,Work,Cloudy,Relaxing,5.500914814
Sad,1,8,5,25,Male,Afternoon,Public Space,Sunny,Working,4.964121524
Happy,5,3,5,51,Female,Evening,Public Space,Snowy,Exercising,6.375683788
Anxious,3,9,5,62,Female,Afternoon,Outdoors,Snowy,Socializing,3.981341241
Relaxed,2,3,4,43,Male,Evening,Outdoors,Sunny,Exercising,5.877082977
Happy,4,3,2,46,Female,Morning,Public Space,Cloudy,Exercising,6.212946195
Happy,3,3,3,47,Male,Morning,Home,Cloudy,Relaxing,6.178857686
Sad,2,3,1,28,Male,Night,Home,Snowy,Relaxing,5.147922434
Happy,2,7,2,63,Male,Morning,Outdoors,Sunny,Socializing,6.581999731
Stressed,5,8,4,26,Male,Night,Public Space,Sunny,Exercising,4.990844682
Anxious,1,6,1,25,Female,Afternoon,Outdoors,Snowy,Relaxing,3.748169238
Sad,3,8,5,19,Female,Afternoon,Public Space,Rainy,Exercising,5.611056518
Sad,4,3,2,60,Male,Morning,Home,Cloudy,Socializing,5.203679876
Anxious,4,9,1,31,Male,Afternoon,Outdoors,Snowy,Working,4.5488808
Stressed,4,10,5,20,Female,Night,Work,Sunny,Socializing,5.013321175
Relaxed,1,8,2,28,Male,Afternoon,Outdoors,Sunny,Relaxing,6.231144588
Anxious,2,9,5,30,Female,Afternoon,Work,Rainy,Working,4.831305807
Relaxed,5,8,1,53,Male,Afternoon,Outdoors,Sunny,Working,6.336449095
Sad,3,3,2,57,Female,Afternoon,Home,Snowy,Working,4.808703935
Relaxed,4,3,2,22,Female,Morning,Home,Rainy,Relaxing,5.866249014
Happy,1,2,1,25,Male,Afternoon,Public Space,Rainy,Working,6.412285858
Sad,4,1,4,62,Male,Night,Outdoors,Rainy,Exercising,5.380102925
Sad,3,3,3,23,Female,Night,Public Space,Sunny,Relaxing,5.017628963
Happy,3,3,5,56,Female,Night,Outdoors,Snowy,Relaxing,6.561474436
Anxious,5,8,4,34,Male,Morning,Public Space,Cloudy,Working,4.607442311
Relaxed,1,5,1,32,Female,Evening,Outdoors,Sunny,Relaxing,6.095895112
Happy,2,7,5,45,Female,Night,Home,Sunny,Socializing,6.486098292
Anxious,4,6,2,42,Female,Morning,Public Space,Cloudy,Exercising,4.658731759
Sad,4,2,2,23,Male,Evening,Public Space,Sunny,Exercising,4.903920665
Relaxed,1,5,4,34,Male,Afternoon,Public Space,Cloudy,Working,6.234069517
Happy,4,8,2,64,Female,Afternoon,Public Space,Snowy,Socializing,6.047875751
Relaxed,2,1,3,33,Female,Morning,Public Space,Rainy,Socializing,5.226762163
Anxious,3,6,1,64,Female,Evening,Home,Rainy,Exercising,4.407620688
Happy,4,3,5,45,Female,Morning,Outdoors,Cloudy,Relaxing,6.273046865
Sad,4,2,3,48,Male,Evening,Public Space,Snowy,Relaxing,5.354179664
Stressed,4,1,4,43,Female,Night,Outdoors,Cloudy,Working,5.135825544
Relaxed,3,1,2,58,Male,Afternoon,Outdoors,Snowy,Relaxing,5.540320811
Relaxed,2,10,5,38,Male,Night,Work,Rainy,Working,5.81160103
Sad,4,8,3,52,Male,Evening,Work,Cloudy,Socializing,4.928707052
Sad,1,6,5,18,Male,Evening,Work,Rainy,Socializing,5.736904047
Sad,4,4,2,23,Male,Afternoon,Work,Sunny,Exercising,5.215161904
Happy,4,6,4,29,Male,Evening,Work,Rainy,Exercising,6.646979613
Relaxed,1,8,5,22,Female,Afternoon,Outdoors,Snowy,Working,6.068440833
Stressed,4,3,1,29,Female,Afternoon,Work,Rainy,Socializing,4.310130278
Sad,4,9,5,24,Male,Night,Public Space,Snowy,Relaxing,5.815960299
Sad,2,8,4,55,Male,Morning,Public Space,Rainy,Socializing,5.592485034
Stressed,4,7,2,59,Male,Morning,Home,Rainy,Socializing,5.244628191
Anxious,5,8,3,40,Female,Afternoon,Home,Sunny,Relaxing,4.020197034
Anxious,3,10,4,37,Male,Night,Outdoors,Rainy,Exercising,4.743009401
Stressed,1,8,2,22,Male,Afternoon,Outdoors,Snowy,Socializing,4.594610458
Stressed,4,2,3,35,Male,Morning,Home,Sunny,Socializing,4.529178698
Anxious,4,10,2,23,Female,Morning,Work,Cloudy,Working,4.780329457
Stressed,2,1,5,40,Female,Evening,Work,Snowy,Socializing,4.387918879
Anxious,4,5,2,33,Male,Afternoon,Home,Cloudy,Exercising,4.168763043
Stressed,5,7,5,57,Male,Night,Home,Cloudy,Exercising,4.543718096
Stressed,1,7,1,38,Female,Afternoon,Outdoors,Cloudy,Working,4.420830475
Happy,1,4,4,53,Male,Evening,Work,Cloudy,Working,6.634756602
Anxious,4,4,1,40,Male,Night,Outdoors,Rainy,Working,4.068028675
Sad,4,1,5,38,Male,Evening,Outdoors,Rainy,Exercising,4.973362434
Relaxed,2,7,5,40,Male,Morning,Home,Snowy,Socializing,6.307890749
Relaxed,1,10,1,42,Male,Morning,Outdoors,Sunny,Working,6.000109063
Sad,1,4,5,19,Female,Evening,Outdoors,Rainy,Relaxing,5.667673842
Relaxed,4,4,2,63,Male,Afternoon,Outdoors,Snowy,Exercising,5.667490023
Stressed,5,3,4,22,Female,Night,Public Space,Cloudy,Working,5.092457453
Relaxed,4,3,5,58,Male,Night,Work,Sunny,Working,5.391092862
Stressed,4,6,5,27,Female,Evening,Public Space,Sunny,Relaxing,4.582760046
Sad,4,10,2,32,Male,Evening,Work,Sunny,Exercising,5.305939684
Happy,2,2,2,19,Male,Night,Home,Snowy,Working,6.53025148
Anxious,3,3,1,55,Male,Afternoon,Work,Sunny,Working,4.375207067
Sad,3,3,1,61,Male,Evening,Work,Snowy,Socializing,5.228660432
Relaxed,5,4,3,18,Male,Night,Outdoors,Snowy,Exercising,6.42013109
Sad,5,3,2,45,Female,Afternoon,Outdoors,Rainy,Exercising,5.753709141
Stressed,1,10,4,25,Male,Morning,Home,Cloudy,Socializing,4.721320599
Stressed,1,9,5,29,Male,Night,Work,Sunny,Relaxing,4.782809672
Stressed,2,8,4,51,Female,Morning,Home,Snowy,Working,4.604964789
Anxious,2,3,3,23,Female,Night,Public Space,Cloudy,Exercising,3.849455146
Stressed,2,5,5,61,Male,Evening,Work,Rainy,Socializing,4.53025138
Anxious,3,6,1,58,Male,Morning,Home,Snowy,Exercising,3.827099159
Stressed,2,2,3,60,Female,Night,Public Space,Cloudy,Working,4.955414458
Relaxed,4,8,3,60,Female,Evening,Home,Rainy,Exercising,6.34779825
Anxious,2,3,4,31,Female,Morning,Outdoors,Cloudy,Relaxing,4.004771337
Happy,5,6,3,34,Male,Night,Home,Sunny,Relaxing,6.823087171
Relaxed,2,10,2,18,Female,Morning,Outdoors,Cloudy,Socializing,5.821168917
Anxious,4,9,5,38,Female,Night,Work,Snowy,Socializing,5.065343361
Anxious,2,2,2,50,Male,Afternoon,Home,Rainy,Relaxing,4.12302203
Relaxed,5,9,5,43,Male,Evening,Public Space,Cloudy,Exercising,6.345376344
Anxious,3,3,2,19,Male,Night,Outdoors,Rainy,Relaxing,3.900623536
Anxious,5,4,1,22,Male,Morning,Home,Rainy,Exercising,4.316183172
Stressed,5,2,3,62,Male,Evening,Public Space,Sunny,Exercising,4.5390846
Sad,5,6,5,55,Male,Morning,Home,Cloudy,Relaxing,5.843330883
Sad,2,2,1,55,Male,Evening,Work,Snowy,Working,4.588897406
Happy,3,5,4,62,Male,Evening,Home,Snowy,Exercising,6.121565854
Anxious,4,8,2,48,Male,Evening,Public Space,Cloudy,Relaxing,4.664467552
Relaxed,1,10,2,63,Female,Night,Outdoors,Rainy,Socializing,5.554068673
Stressed,1,3,1,53,Female,Morning,Home,Cloudy,Working,4.36267076
Sad,1,3,4,59,Male,Afternoon,Outdoors,Cloudy,Working,5.117547399
Happy,2,3,2,54,Male,Evening,Home,Cloudy,Working,6.256390103
Relaxed,3,9,2,20,Male,Morning,Public Space,Rainy,Exercising,5.769067188
Sad,5,8,5,19,Male,Afternoon,Work,Rainy,Relaxing,5.19954547
Relaxed,3,1,5,50,Male,Afternoon,Public Space,Sunny,Socializing,5.847772464
Anxious,3,3,4,44,Male,Afternoon,Home,Cloudy,Exercising,4.799194785
Happy,2,9,4,59,Female,Night,Work,Snowy,Working,6.369845217
Relaxed,2,1,4,21,Male,Night,Public Space,Cloudy,Exercising,6.226743561
Anxious,1,5,3,32,Female,Morning,Work,Cloudy,Relaxing,3.760599327
Relaxed,1,3,1,56,Female,Night,Outdoors,Sunny,Relaxing,5.802933169
Anxious,3,1,5,60,Male,Night,Public Space,Rainy,Socializing,4.578254003
Happy,4,9,5,24,Male,Afternoon,Public Space,Sunny,Socializing,6.26400951
Sad,4,1,5,59,Female,Afternoon,Home,Sunny,Socializing,5.118571351
Anxious,1,3,5,57,Female,Night,Work,Rainy,Working,3.805311786
Anxious,3,3,2,56,Female,Morning,Work,Cloudy,Exercising,3.971947198
Stressed,3,7,3,60,Female,Afternoon,Work,Cloudy,Working,4.871668093
Sad,5,3,3,50,Male,Night,Work,Sunny,Socializing,5.797274746
Relaxed,5,1,5,22,Male,Afternoon,Work,Sunny,Exercising,5.719776087
Sad,4,1,1,63,Male,Evening,Home,Sunny,Working,5.534572759
Sad,3,3,3,62,Male,Night,Public Space,Sunny,Exercising,5.060894686
Sad,1,10,2,38,Male,Evening,Outdoors,Sunny,Socializing,5.773546037
Happy,2,7,3,25,Female,Night,Work,Snowy,Exercising,6.314780791
Stressed,4,2,3,39,Male,Morning,Outdoors,Sunny,Relaxing,4.478933849
Stressed,1,9,4,64,Male,Morning,Home,Cloudy,Working,4.400408618
Happy,5,5,2,46,Male,Morning,Work,Rainy,Exercising,6.660491603
Relaxed,4,1,4,26,Male,Afternoon,Work,Snowy,Exercising,5.608748001
Relaxed,3,8,3,53,Female,Afternoon,Work,Rainy,Working,5.417080199
Stressed,3,3,4,33,Male,Morning,Public Space,Cloudy,Socializing,4.615720746
Anxious,3,6,2,33,Female,Afternoon,Home,Sunny,Relaxing,4.118879903
Happy,3,1,1,28,Female,Morning,Work,Snowy,Socializing,5.750587851
Sad,3,10,5,56,Male,Afternoon,Home,Rainy,Exercising,5.819172023
Happy,1,6,4,23,Male,Morning,Home,Cloudy,Exercising,6.073582164
Happy,5,3,2,59,Female,Evening,Work,Snowy,Socializing,6.751358166
Stressed,1,3,2,52,Female,Morning,Home,Snowy,Relaxing,4.737999119
Anxious,4,6,2,22,Female,Night,Public Space,Sunny,Exercising,4.043485937
Stressed,1,8,3,36,Female,Evening,Work,Cloudy,Exercising,4.335686656
Happy,4,6,5,61,Male,Night,Work,Snowy,Exercising,6.872368672
Relaxed,5,1,5,56,Male,Evening,Public Space,Sunny,Socializing,5.65081794
Anxious,2,10,4,19,Female,Evening,Work,Sunny,Working,4.920078867
Sad,1,7,5,49,Male,Evening,Home,Rainy,Relaxing,5.192836562
Stressed,5,5,4,57,Female,Night,Work,Cloudy,Socializing,4.919652555
Happy,1,4,3,46,Male,Morning,Work,Rainy,Relaxing,6.575528157
Happy,2,4,4,40,Female,Afternoon,Outdoors,Rainy,Working,6.272469047
Relaxed,5,8,3,31,Female,Evening,Home,Cloudy,Working,5.984617733
Happy,3,4,5,51,Male,Night,Public Space,Snowy,Exercising,6.333745969
Anxious,4,5,4,34,Female,Evening,Home,Cloudy,Working,4.844717304
Stressed,2,6,1,34,Female,Evening,Work,Rainy,Working,4.760173995
Sad,3,4,4,52,Female,Evening,Public Space,Snowy,Exercising,5.572057895
Sad,1,6,2,23,Male,Night,Public Space,Sunny,Exercising,5.694097198
Relaxed,4,5,1,35,Male,Afternoon,Public Space,Rainy,Socializing,5.533820267
Sad,5,10,4,51,Female,Night,Public Space,Cloudy,Working,5.084049126
Sad,5,9,1,52,Male,Afternoon,Work,Snowy,Relaxing,5.354373484
Happy,1,8,2,33,Male,Afternoon,Home,Snowy,Working,5.78279598
Anxious,2,9,5,38,Female,Night,Home,Cloudy,Socializing,4.122167548
Sad,2,3,5,26,Female,Night,Home,Rainy,Relaxing,5.424428744
Sad,5,7,5,49,Female,Evening,Public Space,Snowy,Relaxing,5.221649666
Relaxed,1,1,5,63,Male,Night,Work,Snowy,Socializing,6.136534735
Relaxed,1,5,3,60,Female,Afternoon,Work,Rainy,Working,5.989210995
Anxious,2,4,1,34,Female,Morning,Outdoors,Snowy,Socializing,4.558546433
Anxious,1,3,1,51,Female,Night,Outdoors,Rainy,Working,4.253862033
Stressed,5,4,2,48,Male,Evening,Outdoors,Snowy,Exercising,4.974451965
Relaxed,2,8,3,49,Male,Night,Work,Cloudy,Socializing,5.952495227
Stressed,3,9,3,34,Female,Afternoon,Outdoors,Sunny,Relaxing,4.828913093
Anxious,4,3,2,43,Male,Night,Home,Cloudy,Socializing,3.957976269
Anxious,4,9,1,24,Male,Night,Public Space,Snowy,Working,4.590884021
Anxious,3,8,4,31,Male,Morning,Public Space,Rainy,Relaxing,4.208072376
Happy,3,8,1,47,Male,Evening,Home,Cloudy,Socializing,5.843713926
Relaxed,4,4,5,24,Male,Night,Home,Cloudy,Relaxing,5.906202819
Anxious,5,9,3,58,Male,Night,Work,Sunny,Working,4.726211595
Relaxed,4,2,1,51,Female,Evening,Work,Cloudy,Socializing,5.925592221
Anxious,3,10,2,48,Female,Afternoon,Public Space,Rainy,Exercising,4.660418802
Happy,3,7,1,36,Female,Afternoon,Outdoors,Rainy,Exercising,6.270040672
Relaxed,2,10,4,30,Male,Evening,Public Space,Rainy,Relaxing,6.38976976
Happy,3,4,3,54,Male,Morning,Home,Snowy,Exercising,6.080183465
Relaxed,3,4,5,18,Female,Morning,Public Space,Cloudy,Exercising,5.871400939
Stressed,4,8,5,55,Male,Evening,Work,Rainy,Relaxing,5.078817505
Anxious,4,10,2,30,Male,Morning,Outdoors,Rainy,Relaxing,4.479021357
Sad,4,4,3,39,Female,Morning,Work,Cloudy,Socializing,4.958279765
Anxious,5,7,2,34,Female,Evening,Home,Sunny,Exercising,3.961898057
Relaxed,2,3,4,50,Female,Evening,Work,Cloudy,Socializing,5.692991518
Happy,2,8,5,27,Female,Morning,Public Space,Sunny,Socializing,6.541557634
Happy,2,8,1,63,Male,Evening,Outdoors,Sunny,Exercising,6.068431963
Sad,4,9,5,40,Male,Afternoon,Home,Cloudy,Relaxing,5.118710905
Anxious,2,10,2,48,Female,Afternoon,Home,Sunny,Exercising,4.520051838
Anxious,3,4,3,62,Female,Night,Home,Snowy,Socializing,3.89648128
Sad,1,9,5,63,Female,Night,Work,Cloudy,Relaxing,5.56942404
Relaxed,3,6,2,29,Male,Afternoon,Home,Snowy,Relaxing,5.763130777
Sad,3,10,1,50,Female,Afternoon,Work,Sunny,Exercising,4.961254229
Stressed,5,4,5,36,Female,Evening,Public Space,Cloudy,Relaxing,4.876870895
Sad,3,2,1,49,Female,Night,Public Space,Sunny,Relaxing,5.622301092
Happy,5,1,4,28,Male,Evening,Work,Rainy,Exercising,6.828972227
Sad,3,7,3,37,Female,Night,Outdoors,Sunny,Working,5.053832917
Happy,1,1,5,55,Female,Afternoon,Public Space,Rainy,Socializing,6.064593176
Happy,1,1,2,54,Female,Evening,Work,Sunny,Socializing,5.727395468
Anxious,1,8,2,49,Female,Night,Home,Snowy,Working,4.198331866
Stressed,1,6,5,34,Male,Evening,Outdoors,Cloudy,Relaxing,4.942199838
Stressed,4,7,1,60,Female,Morning,Home,Rainy,Working,5.255584555
Happy,4,1,4,61,Male,Night,Outdoors,Sunny,Relaxing,6.028400312
Relaxed,1,1,2,49,Male,Night,Outdoors,Cloudy,Socializing,5.729512213
Happy,1,3,3,50,Male,Night,Outdoors,Snowy,Exercising,6.418149517
Happy,1,3,3,44,Female,Night,Outdoors,Rainy,Socializing,5.751992807
Stressed,5,1,2,43,Male,Evening,Home,Sunny,Socializing,4.832081693
Relaxed,4,9,2,35,Female,Morning,Home,Cloudy,Exercising,5.894300708
Happy,5,3,2,47,Male,Evening,Public Space,Snowy,Exercising,6.668226485
Stressed,5,3,4,45,Male,Night,Public Space,Cloudy,Working,4.773630837
Anxious,3,2,3,35,Male,Afternoon,Work,Sunny,Exercising,4.482535452
Relaxed,4,10,1,27,Female,Afternoon,Work,Cloudy,Relaxing,5.965614245
Happy,5,8,1,18,Female,Night,Work,Sunny,Exercising,6.600006259
Happy,1,8,4,32,Male,Afternoon,Public Space,Sunny,Working,6.508381492
Stressed,5,1,4,44,Male,Afternoon,Public Space,Snowy,Working,4.784981769
Happy,2,10,4,30,Female,Evening,Home,Sunny,Relaxing,6.4196574
Stressed,1,6,3,62,Female,Evening,Home,Cloudy,Working,4.571635038
Sad,5,3,1,45,Male,Night,Public Space,Cloudy,Exercising,5.185351806
Relaxed,1,4,5,30,Male,Evening,Work,Snowy,Socializing,5.870612154
Relaxed,5,5,5,18,Male,Afternoon,Work,Cloudy,Exercising,5.88539867
Relaxed,1,4,1,51,Male,Morning,Work,Snowy,Exercising,5.403597075
Sad,2,1,3,37,Female,Night,Outdoors,Snowy,Socializing,5.155989005
Relaxed,5,10,5,48,Female,Morning,Public Space,Rainy,Relaxing,5.669105215
Anxious,4,7,2,45,Male,Night,Outdoors,Snowy,Working,4.396615395
Anxious,4,5,2,46,Female,Afternoon,Home,Cloudy,Working,3.834021276
Relaxed,1,6,5,38,Female,Morning,Outdoors,Rainy,Exercising,5.512559263
Relaxed,4,1,4,33,Male,Afternoon,Public Space,Rainy,Socializing,5.926843652
